,Tout,Rhout,Iglob,Windsp,PARout
622,2.9,85.8,0.0,2.9,0.0
623,2.4,89.5,0.0,2.9,0.0
624,2.0,91.1,0.0,2.9,0.0
625,2.1,87.4,0.0,2.4,0.0
626,1.9,87.7,0.0,2.4,0.0
627,1.5,87.5,1.0,1.9,0.0
628,1.4,86.3,0.0,1.9,0.0
629,1.4,84.7,0.0,1.6,0.0
630,1.2,84.8,0.0,1.6,0.0
631,0.8,86.8,0.0,1.6,0.0
632,0.7,86.3,24.000001,2.1,51.000003
633,1.8,81.3,173.0,2.6,305.0
634,3.7,72.8,311.999999,4.1,582.999998
635,5.4,64.4,431.000001,6.0,828.000002
636,6.6,53.3,503.0,6.4,991.0
637,7.4,49.0,524.0,7.4,1046.0
638,8.3,48.3,497.999999,7.0,991.999999
639,8.8,45.1,416.0,6.5,829.0
640,9.4,44.3,294.000001,5.5,584.000002
641,9.4,47.0,155.999999,4.5,296.999998
642,8.3,52.3,22.0,3.5,52.0
643,6.5,61.9,0.0,2.5,0.0
644,5.6,65.9,0.0,2.5,0.0
645,5.1,64.0,0.0,3.0,0.0
646,5.0,61.6,0.0,3.5,0.0
647,4.7,65.3,0.0,3.5,0.0
648,4.3,66.7,0.0,3.0,0.0
649,4.1,66.1,0.0,3.5,0.0
650,3.2,69.1,0.0,3.0,0.0
651,2.1,73.2,0.0,0.0,0.0
652,1.6,75.6,1.0,0.0,0.0
653,0.9,77.9,0.0,2.0,0.0
654,0.6,79.1,0.0,2.5,0.0
655,0.8,78.3,0.0,1.4,0.0
656,0.5,79.1,41.000001,1.1,78.000002
657,2.1,73.8,184.0,0.5,318.0
658,4.7,60.9,324.999999,1.5,597.999998
659,6.4,47.5,447.000001,3.6,844.000002
660,7.7,44.9,518.0,3.1,1011.0
661,8.7,42.5,548.999997,3.1,1069.999993
662,9.4,42.1,530.000001,3.6,1046.000001
663,9.6,43.7,333.0,4.6,768.0
664,10.1,40.3,316.000002,5.1,615.000003
665,9.8,44.3,136.000002,3.6,252.000003
666,8.9,47.4,10.0,3.1,32.0
667,7.7,50.6,0.0,2.1,0.0
668,7.1,51.2,0.0,0.0,0.0
669,6.4,54.8,0.0,0.7,0.0
670,5.7,60.2,0.0,0.0,0.0
671,4.9,64.9,0.0,0.0,0.0
672,4.6,66.4,0.0,0.0,0.0
673,5.3,63.6,0.0,0.0,0.0
674,4.7,69.4,1.0,0.0,0.0
675,4.4,71.2,0.0,0.0,0.0
676,3.7,74.3,0.0,0.0,0.0
677,4.9,68.5,0.0,0.0,0.0
678,5.7,59.3,0.0,0.3,0.0
679,5.8,60.1,0.0,0.0,0.0
680,5.9,60.3,13.0,0.0,21.0
681,5.1,70.5,50.0,0.0,106.0
682,5.6,70.4,59.000001,0.0,130.000002
683,5.0,82.6,63.0,0.0,146.0
684,5.0,84.6,156.0,1.5,336.0
685,6.1,75.4,314.000005,1.5,538.00002
686,6.5,71.6,134.000004,0.0,292.000007
687,6.8,75.5,78.0,0.0,170.0
688,7.2,69.8,41.0,1.9,90.000001
689,7.1,77.0,25.0,0.0,52.0
690,6.8,79.6,3.0,0.9,7.0
691,6.3,83.9,0.0,0.7,0.0
692,6.1,85.6,0.0,0.1,0.0
693,6.0,85.6,0.0,0.0,0.0
694,6.0,83.7,0.0,0.9,0.0
695,5.7,85.7,0.0,0.0,0.0
696,5.5,87.3,0.0,1.0,0.0
697,5.1,89.6,0.0,1.1,0.0
698,5.2,89.9,1.0,0.2,0.0
699,5.2,85.1,0.0,1.6,0.0
700,5.3,83.5,0.0,1.8,0.0
701,5.0,84.9,0.0,0.0,0.0
702,5.0,82.8,0.0,0.7,0.0
703,5.0,83.1,0.0,1.0,0.0
704,5.2,79.1,24.0,2.5,42.000001
705,6.0,65.3,145.0,2.5,266.0
706,7.1,48.3,323.0,3.2,601.999999
707,7.7,48.6,343.000001,4.2,683.000001
708,9.0,43.5,489.0,4.2,960.0
709,9.8,41.9,568.999996,4.3,1144.999993
710,10.4,38.1,494.999995,5.3,945.999993
711,10.3,39.3,321.0,6.1,610.0
712,10.9,40.6,299.999999,4.1,585.999995
713,10.9,40.9,152.999998,3.6,287.999996
714,9.3,61.2,20.0,1.4,40.0
715,8.4,51.7,0.0,1.8,1.0
716,7.9,44.2,0.0,2.3,0.0
717,6.6,47.2,0.0,2.3,0.0
718,5.6,54.1,0.0,1.0,0.0
719,4.5,58.6,0.0,0.0,0.0
720,3.7,61.8,0.0,1.0,0.0
721,3.1,63.4,0.0,1.5,0.0
722,2.6,66.2,0.0,2.0,0.0
723,2.3,67.2,0.0,2.0,0.0
724,2.4,64.0,0.0,1.2,0.0
725,2.4,64.8,0.0,1.5,0.0
726,1.5,70.7,0.0,2.5,0.0
727,1.0,73.5,0.0,2.0,0.0
728,1.0,73.7,52.000001,2.0,76.000003
729,2.1,69.3,196.0,2.0,336.0
730,2.1,69.3,196.0,2.0,336.0
731,6.6,49.9,457.000001,5.0,862.000002
732,8.3,43.5,525.0,4.5,1014.0
733,10.0,37.1,550.0,5.5,1078.0
734,10.1,36.7,519.999999,6.5,1015.999999
735,10.1,36.7,519.999999,6.5,1015.999999
736,11.0,37.6,314.000001,4.9,608.000002
737,10.8,36.7,176.999999,4.4,327.999998
738,9.8,40.0,16.0,3.9,41.0
739,8.5,41.5,1.0,3.4,0.0
740,7.2,47.1,0.0,2.9,0.0
741,6.1,53.6,0.0,1.4,0.0
742,5.0,59.9,0.0,2.4,0.0
743,4.3,62.2,0.0,2.4,0.0
744,3.7,63.0,0.0,1.5,0.0
745,3.9,59.7,0.0,2.5,0.0
746,2.9,64.6,0.0,2.0,0.0
747,2.1,69.4,0.0,2.0,0.0
748,1.8,70.2,0.0,2.0,0.0
749,1.6,72.5,0.0,2.0,0.0
750,1.5,73.3,0.0,3.0,0.0
751,1.7,73.6,0.0,2.0,0.0
752,1.6,72.7,54.0,1.0,94.000003
753,2.5,70.9,205.0,3.0,357.0
754,3.7,65.3,345.999999,4.5,632.999998
755,5.6,58.6,460.000001,4.5,873.000001
756,6.9,55.4,526.0,5.0,1024.0
757,8.4,51.1,550.0,4.5,1084.999999
758,9.7,48.8,521.0,4.0,1033.999999
759,10.1,43.5,440.0,4.5,864.0
760,10.6,39.6,317.000002,4.5,618.000003
761,10.3,42.9,172.999999,4.0,322.999998
762,9.3,45.6,32.0,3.5,65.0
763,7.4,54.9,0.0,2.5,0.0
764,7.0,52.2,0.0,2.5,0.0
765,6.1,56.9,0.0,3.5,0.0
766,5.0,62.4,0.0,3.0,0.0
767,4.1,64.3,0.0,3.0,0.0
768,3.1,67.7,0.0,3.0,0.0
769,2.3,71.4,0.0,3.0,0.0
770,1.6,77.4,0.0,2.5,0.0
771,0.0,84.8,0.0,1.3,0.0
772,-0.4,86.2,0.0,0.0,0.0
773,-0.7,87.3,0.0,0.0,0.0
774,-1.3,89.3,0.0,0.0,0.0
775,-1.8,90.6,0.0,0.0,0.0
776,-1.6,89.5,64.000001,2.0,108.000002
777,-0.1,83.1,211.0,0.5,362.0
778,1.9,73.8,349.999999,1.8,640.999998
779,3.2,70.6,466.0,1.8,884.000001
780,4.6,64.1,534.0,2.4,1034.0
781,6.3,58.8,551.0,2.4,1085.0
782,6.8,54.0,516.0,2.4,1020.0
783,7.6,51.4,442.0,2.4,863.0
784,7.1,53.8,311.000001,2.4,605.000002
785,6.9,55.9,168.999999,2.4,317.999997
786,5.9,60.8,37.0,2.9,71.0
787,4.6,70.7,0.0,2.9,0.0
788,3.7,74.1,0.0,2.4,0.0
789,3.2,74.9,0.0,1.9,0.0
790,2.9,76.3,0.0,1.9,0.0
791,2.3,79.4,0.0,1.9,0.0
792,2.4,83.3,0.0,2.5,0.0
793,2.6,80.2,0.0,2.6,0.0
794,2.1,80.5,0.0,2.1,0.0
795,1.8,81.0,0.0,2.1,0.0
796,2.4,83.4,0.0,2.6,0.0
797,1.9,82.2,0.0,2.7,0.0
798,1.3,82.3,1.0,2.2,0.0
799,0.7,83.6,0.0,2.2,1.0
800,1.1,81.1,63.000001,2.2,105.000002
801,2.7,69.5,209.0,4.0,369.0
802,3.6,62.8,352.999999,5.3,648.999997
803,4.1,56.9,467.000001,5.7,884.000002
804,4.7,54.3,545.0,5.5,1064.0
805,5.0,50.5,538.000001,5.1,1054.000004
806,5.4,46.6,530.0,4.7,1049.0
807,6.0,49.0,457.0,5.3,897.0
808,5.8,49.5,333.000001,4.8,654.000002
809,5.8,52.2,185.999999,5.3,349.999999
810,5.0,57.5,31.0,5.1,64.0
811,4.8,62.0,0.0,3.6,0.0
812,4.2,67.3,0.0,3.0,0.0
813,3.9,72.0,0.0,0.8,0.0
814,3.2,77.5,0.0,0.0,0.0
815,2.3,83.3,0.0,0.0,0.0
816,2.4,86.4,0.0,0.0,0.0
817,2.1,86.6,0.0,0.0,0.0
818,1.2,88.2,0.0,0.0,0.0
819,1.0,85.2,0.0,0.0,0.0
820,1.6,81.3,0.0,0.0,0.0
821,1.3,84.6,0.0,0.0,0.0
822,0.9,87.6,0.0,0.0,0.0
823,0.3,87.5,0.0,0.0,1.0
824,0.6,84.2,73.000001,1.0,123.000002
825,1.8,77.3,218.0,1.3,396.0
826,3.7,57.8,361.999999,3.3,673.999998
827,4.3,51.9,476.000001,3.8,913.000003
828,5.2,51.1,552.0,5.8,1091.0
829,6.0,49.6,572.0,5.4,1141.000002
830,6.2,48.5,539.0,5.4,1081.0
831,7.1,46.6,465.0,4.9,922.0
832,7.2,47.4,333.000002,5.9,661.000003
833,7.2,46.4,183.999999,6.1,350.999998
834,6.9,48.3,45.0,6.1,94.0
835,5.5,59.2,0.0,4.1,1.0
836,4.3,64.1,0.0,3.6,0.0
837,4.3,64.1,0.0,3.1,0.0
838,4.0,64.6,0.0,3.8,0.0
839,4.0,63.6,0.0,3.8,0.0
840,2.9,68.8,0.0,3.8,0.0
841,2.4,68.5,0.0,3.8,0.0
842,1.7,70.4,0.0,3.8,0.0
843,1.5,67.1,0.0,3.8,0.0
844,1.2,63.9,0.0,3.4,0.0
845,0.6,66.1,0.0,2.4,0.0
846,0.2,68.0,0.0,2.4,0.0
847,0.4,68.7,0.0,4.0,0.0
848,1.1,65.7,83.000001,4.0,136.000002
849,2.5,56.1,231.0,5.0,417.0
850,3.8,52.0,373.999999,5.8,696.999998
851,5.3,44.0,490.000001,7.7,941.000002
852,7.0,40.3,557.0,7.1,1099.0
853,8.3,35.9,577.0,6.2,1153.0
854,9.0,33.8,545.999999,6.2,1095.999998
855,9.6,34.0,464.0,7.0,923.0
856,9.8,33.3,337.000001,5.5,665.000003
857,9.8,34.3,189.999999,6.0,357.999998
858,9.0,37.9,46.0,5.0,90.0
859,7.6,42.8,1.0,3.5,0.0
860,6.3,46.5,0.0,3.0,0.0
861,5.5,49.0,0.0,0.2,0.0
862,5.0,49.9,0.0,1.4,0.0
863,4.1,53.9,0.0,1.9,0.0
864,3.4,56.2,0.0,1.9,0.0
865,2.9,57.9,0.0,2.9,0.0
866,2.6,58.2,0.0,2.4,0.0
867,2.1,59.8,0.0,2.4,0.0
868,1.9,60.1,0.0,1.9,0.0
869,1.8,60.8,0.0,1.9,0.0
870,1.3,63.7,0.0,1.0,0.0
871,0.8,65.8,0.0,0.8,2.0
872,1.5,63.0,81.000001,1.0,134.000002
873,2.9,58.6,224.0,2.5,402.0
874,4.8,52.0,364.999999,3.0,680.999998
875,7.5,45.3,479.000001,3.0,926.000002
876,10.1,40.3,544.0,3.0,1080.0
877,11.5,41.0,564.0,3.0,1134.0
878,13.0,38.9,533.999999,4.5,1072.999999
879,14.1,35.0,457.0,4.5,910.0
880,14.8,29.8,332.000001,4.0,656.000003
881,14.6,30.0,184.999999,3.0,356.999998
882,13.1,39.0,48.0,3.0,94.0
883,10.6,50.7,0.0,3.0,1.0
884,9.1,52.4,0.0,2.5,0.0
885,8.1,53.1,0.0,1.6,0.0
886,7.2,55.1,0.0,2.1,0.0
887,6.8,56.0,0.0,2.0,0.0
888,6.7,54.3,0.0,2.0,0.0
889,5.7,57.7,0.0,1.7,0.0
890,5.3,57.5,0.0,1.2,0.0
891,4.7,61.3,0.0,1.4,0.0
892,3.7,67.1,0.0,0.0,0.0
893,3.7,69.3,0.0,1.5,0.0
894,3.1,70.2,0.0,3.0,0.0
895,2.6,72.3,0.0,3.5,1.0
896,3.1,71.9,83.000001,3.0,134.000002
897,4.8,65.2,233.0,3.5,412.0
898,6.8,61.6,379.999998,3.5,709.999995
899,9.2,56.2,479.999999,3.0,917.999999
900,11.6,51.5,557.0,3.0,1087.0
901,13.3,45.6,577.0,3.0,1149.0
902,14.6,38.0,545.999999,4.5,1086.999998
903,14.9,39.1,421.0,4.5,838.0
904,15.7,39.9,333.000001,5.2,649.000001
905,15.9,32.5,194.999998,5.2,373.999996
906,14.8,34.5,53.0,3.7,100.0
907,12.1,52.2,0.0,3.2,0.0
908,10.5,54.8,0.0,3.2,0.0
909,9.5,55.9,0.0,2.7,0.0
910,9.0,48.2,0.0,2.7,0.0
911,8.1,49.4,0.0,2.7,0.0
912,7.2,52.2,0.0,3.2,0.0
913,6.5,54.2,0.0,2.7,0.0
914,5.6,58.1,1.0,2.7,0.0
915,5.3,59.0,0.0,3.2,0.0
916,5.4,57.1,0.0,3.2,0.0
917,4.8,59.1,0.0,3.2,0.0
918,4.7,58.7,0.0,4.2,0.0
919,4.2,60.1,1.0,4.2,3.0
920,4.7,59.5,92.000001,4.2,154.000002
921,6.8,49.4,243.0,5.4,431.0
922,8.9,46.4,382.999999,5.9,737.999997
923,10.9,45.1,489.000001,7.6,964.000003
924,12.4,44.5,557.0,7.5,1123.0
925,13.5,42.1,571.0,7.0,1165.0
926,14.6,40.7,526.0,7.7,1078.0
927,15.0,40.3,452.0,8.0,907.0
928,15.2,41.4,285.0,7.1,566.0
929,14.3,45.9,111.0,5.9,221.0
930,13.3,49.7,26.0,4.9,52.0
931,12.5,49.5,0.0,4.9,0.0
932,12.0,48.1,0.0,4.9,0.0
933,10.8,51.1,0.0,4.9,0.0
934,11.3,47.4,0.0,4.4,0.0
935,10.9,47.5,1.0,3.9,0.0
936,10.5,49.5,0.0,3.9,0.0
937,10.4,48.7,0.0,3.9,1.0
938,9.9,59.2,0.0,3.9,0.0
939,10.1,68.4,1.0,4.1,0.0
940,10.3,69.5,0.0,3.6,0.0
941,10.2,76.8,0.0,3.6,0.0
942,9.6,80.3,0.0,3.6,0.0
943,9.2,82.4,2.0,3.6,3.0
944,9.6,80.7,63.000001,3.2,115.000001
945,10.0,77.2,210.0,3.7,390.0
946,10.5,71.6,319.000003,5.1,599.000011
947,11.3,68.0,337.999997,7.1,777.999995
948,11.6,63.3,532.0,6.8,1070.0
949,12.4,60.9,431.999995,4.9,979.999982
950,12.9,52.4,413.999995,4.9,753.999981
951,13.0,55.4,198.0,4.4,405.0
952,13.3,53.2,155.0,2.9,312.000001
953,13.3,50.4,80.0,2.9,160.0
954,13.1,53.5,40.0,2.4,77.0
955,12.5,60.0,0.0,2.4,0.0
956,12.1,63.3,0.0,3.9,0.0
957,12.4,61.7,0.0,3.9,0.0
958,12.2,63.1,0.0,4.4,0.0
959,12.2,61.9,0.0,4.4,0.0
960,11.7,59.9,0.0,5.1,0.0
961,11.3,62.4,0.0,3.6,0.0
962,11.2,63.4,0.0,3.7,0.0
963,11.1,62.0,0.0,4.5,0.0
964,11.0,62.6,0.0,3.5,0.0
965,10.5,66.7,0.0,4.0,0.0
966,10.1,71.7,0.0,4.5,0.0
967,9.6,76.9,1.0,4.0,2.0
968,8.4,85.6,31.0,4.0,67.999999
969,8.8,81.6,163.0,3.5,368.0
970,11.1,67.4,346.0,4.6,681.999998
971,12.5,58.5,411.000005,4.6,867.000016
972,13.7,54.5,506.0,5.1,983.0
973,14.9,49.6,572.000005,5.6,1152.00001
974,15.5,44.3,541.999999,5.1,1132.99999
975,16.6,44.0,504.0,5.9,1004.0
976,16.4,39.3,301.000004,6.3,529.000013
977,16.2,41.9,202.999999,4.7,397.999999
978,15.5,45.4,31.0,3.7,69.0
979,14.7,47.3,0.0,5.0,1.0
980,14.3,50.1,0.0,4.0,0.0
981,12.6,62.3,0.0,4.6,0.0
982,11.9,65.1,0.0,6.1,0.0
983,11.7,66.9,0.0,3.6,1.0
984,11.7,67.4,0.0,2.1,0.0
985,11.2,70.7,0.0,3.1,0.0
986,10.9,72.9,0.0,3.1,0.0
987,10.4,77.2,0.0,4.6,0.0
988,9.5,87.3,0.0,5.6,0.0
989,8.5,97.7,0.0,5.1,0.0
990,8.3,95.4,0.0,4.6,0.0
991,8.1,95.7,2.0,4.6,3.0
992,8.2,95.6,49.0,3.1,88.000001
993,8.6,93.3,70.0,4.7,141.0
994,8.8,91.2,139.999998,5.5,287.999996
995,9.3,87.6,154.000005,5.5,330.000008
996,10.4,79.6,306.0,5.0,733.0
997,10.8,82.3,164.000005,5.5,328.000005
998,11.4,75.3,323.999997,5.0,629.999995
999,11.7,70.3,433.0,5.7,856.0
1000,12.5,66.2,365.000001,6.7,742.000002
1001,12.5,60.1,213.0,5.2,419.999999
1002,11.2,60.9,43.0,4.7,101.0
1003,9.7,68.6,0.0,3.2,0.0
1004,9.3,70.3,0.0,0.0,0.0
1005,8.9,74.9,0.0,0.0,1.0
1006,8.2,81.5,0.0,0.0,0.0
1007,7.7,83.5,0.0,0.0,0.0
1008,8.0,80.0,0.0,0.0,0.0
1009,7.9,81.3,0.0,0.0,0.0
1010,7.0,83.0,0.0,0.0,0.0
1011,6.6,87.0,0.0,0.0,0.0
1012,6.3,87.7,0.0,0.0,0.0
1013,6.3,90.4,0.0,0.0,0.0
1014,6.3,91.9,0.0,0.0,0.0
1015,6.7,90.9,2.0,0.5,3.0
1016,6.8,89.3,31.0,1.2,60.000001
1017,7.2,86.4,87.0,1.2,173.0
1018,8.0,82.6,165.999996,0.9,317.999994
1019,8.8,79.2,253.999996,1.9,569.999985
1020,11.2,66.1,585.0,1.9,1180.0
1021,13.5,54.7,599.0,1.9,1226.000001
1022,13.8,52.4,571.999999,2.4,1178.999999
1023,13.2,52.9,483.0,2.4,967.0
1024,14.2,55.2,369.000001,0.7,720.000002
1025,13.0,60.1,186.999995,2.0,271.999995
1026,12.4,63.8,16.0,1.1,34.0
1027,11.6,65.8,0.0,1.6,0.0
1028,10.5,70.3,0.0,0.0,1.0
1029,9.6,73.5,1.0,0.0,0.0
1030,8.8,78.5,0.0,0.0,0.0
1031,8.7,79.3,0.0,0.8,0.0
1032,7.7,84.3,0.0,0.5,0.0
1033,7.1,88.4,0.0,0.0,0.0
1034,5.9,92.7,0.0,1.0,0.0
1035,5.2,93.3,0.0,2.0,0.0
1036,5.9,92.5,0.0,2.0,0.0
1037,5.6,90.6,0.0,2.5,0.0
1038,5.0,92.7,0.0,3.0,0.0
1039,5.1,92.8,6.0,4.2,11.999999
1040,5.4,90.6,128.000001,4.2,228.000001
1041,6.8,84.6,219.0,4.2,399.0
1042,8.2,76.3,427.999995,7.2,822.999996
1043,9.7,70.1,522.999996,6.3,996.999992
1044,11.3,67.6,478.0,5.3,1138.0
1045,11.6,66.3,339.000003,4.8,649.999998
1046,12.1,67.3,219.0,4.8,436.999999
1047,12.6,67.5,203.0,4.8,404.0
1048,12.5,68.6,111.000002,5.7,217.000003
1049,12.5,70.1,41.0,4.9,82.0
1050,12.3,70.9,20.0,4.9,36.0
1051,11.9,70.3,0.0,4.4,0.0
1052,11.6,70.9,0.0,4.4,0.0
1053,11.4,72.0,0.0,4.5,0.0
1054,11.3,73.2,0.0,4.5,0.0
1055,11.3,74.7,0.0,4.0,0.0
1056,11.8,74.8,0.0,3.6,0.0
1057,11.4,81.2,0.0,3.6,0.0
1058,11.1,87.6,0.0,3.6,0.0
1059,9.8,98.0,0.0,9.0,0.0
1060,8.0,94.5,0.0,9.9,0.0
1061,7.6,88.5,2.0,10.2,0.0
1062,7.4,85.9,1.0,10.8,0.0
1063,7.3,86.2,2.0,8.8,2.0
1064,7.3,83.1,53.000002,6.8,97.000003
1065,7.2,79.8,32.0,5.8,73.0
1066,7.9,75.2,232.999997,6.2,466.999993
1067,8.7,72.6,313.000003,6.6,595.000005
1068,9.1,68.5,420.0,8.0,847.0
1069,10.2,66.9,612.000002,5.8,1271.999998
1070,9.8,53.4,585.999999,6.4,1197.999999
1071,10.1,49.9,508.0,5.8,1039.0
1072,10.4,48.3,381.000001,5.0,778.000002
1073,10.2,50.5,234.999999,4.0,462.999998
1074,9.7,55.4,85.0,4.0,173.0
1075,7.9,63.8,0.0,2.5,5.0
1076,7.3,73.0,0.0,1.3,0.0
1077,5.9,81.6,0.0,0.0,0.0
1078,6.0,85.8,0.0,0.0,0.0
1079,5.9,81.4,0.0,0.0,0.0
1080,5.1,84.3,0.0,0.0,0.0
1081,4.8,85.4,0.0,0.0,0.0
1082,4.7,86.7,0.0,0.0,0.0
1083,4.1,87.8,0.0,0.0,0.0
1084,3.6,93.6,0.0,0.0,0.0
1085,4.3,90.5,1.0,0.0,0.0
1086,4.0,89.6,0.0,0.0,0.0
1087,3.5,93.4,11.999999,0.0,18.999999
1088,5.3,82.0,77.000005,0.0,158.000003
1089,9.4,61.2,280.0,0.0,503.0
1090,10.1,68.3,411.999999,0.6,827.999997
1091,11.6,63.0,520.000001,2.0,1046.000001
1092,11.6,63.0,520.000001,2.0,1046.000001
1093,13.0,58.0,628.999996,4.1,1296.999999
1094,14.2,50.6,606.999998,4.1,1248.999997
1095,14.8,48.3,511.0,4.1,1017.0
1096,14.2,49.3,372.000002,3.8,761.000003
1097,14.0,49.6,229.999999,3.8,455.999998
1098,13.2,57.4,82.0,3.8,159.0
1099,11.5,70.0,0.0,3.8,2.000001
1100,10.3,79.1,0.0,2.8,0.0
1101,9.3,83.6,0.0,2.8,0.0
1102,8.6,86.2,0.0,2.8,0.0
1103,9.0,83.2,0.0,3.1,0.0
1104,8.3,86.1,1.0,4.1,0.0
1105,7.5,86.8,0.0,3.1,0.0
1106,7.2,88.6,1.0,2.6,0.0
1107,6.8,88.6,0.0,2.6,0.0
1108,6.3,87.5,0.0,3.8,0.0
1109,5.4,88.4,0.0,3.3,0.0
1110,5.0,88.8,0.0,2.8,0.0
1111,5.3,87.6,13.999999,3.4,26.999999
1112,5.7,84.6,144.000001,3.9,243.000002
1113,7.3,77.7,296.0,4.4,532.0
1114,9.5,62.0,433.999998,6.3,832.999998
1115,10.7,45.4,554.000001,7.5,1090.000001
1116,11.6,36.7,612.0,9.2,1238.0
1117,12.8,29.0,626.0,8.7,1283.0
1118,13.5,27.0,595.0,8.5,1218.999999
1119,13.9,23.8,518.0,9.5,1053.0
1120,13.3,27.4,393.000001,8.4,798.000003
1121,12.9,26.6,249.999998,8.5,490.999997
1122,12.0,30.1,99.0,7.5,190.0
1123,10.7,36.3,2.0,7.5,5.000001
1124,9.1,47.0,0.0,5.0,0.0
1125,8.8,48.5,0.0,5.0,0.0
1126,7.7,53.3,0.0,4.0,0.0
1127,6.7,57.6,0.0,4.0,0.0
1128,6.4,59.3,0.0,3.5,0.0
1129,6.0,63.0,0.0,4.0,0.0
1130,5.0,71.9,0.0,2.5,0.0
1131,5.0,73.2,0.0,3.5,0.0
1132,4.5,74.4,0.0,5.0,0.0
1133,4.0,79.2,0.0,5.5,0.0
1134,3.4,79.5,0.0,3.5,0.0
1135,3.3,76.4,7.0,3.0,17.0
1136,4.0,70.7,62.000004,4.4,113.000006
1137,4.8,61.5,162.0,4.9,331.0
1138,5.3,58.8,146.0,6.2,281.0
1139,5.8,55.6,91.000005,4.2,182.000011
1140,6.3,53.5,334.0,4.2,523.0
1141,6.2,57.6,334.999995,6.4,711.999982
1142,6.9,59.4,370.000005,4.4,748.000024
1143,8.0,55.9,384.0,4.7,747.0
1144,8.1,55.4,149.000005,4.7,282.000011
1145,7.4,65.6,41.000001,1.2,78.000002
1146,5.8,72.4,35.0,2.1,85.0
1147,6.1,69.7,0.0,1.6,5.0
1148,5.6,74.1,0.0,0.4,0.0
1149,4.9,77.9,1.0,0.0,0.0
1150,4.2,78.2,0.0,0.1,0.0
1151,3.9,85.5,0.0,2.6,0.0
1152,4.1,81.0,0.0,0.8,0.0
